A  ˈa
CLOROFLUOROCARBONO  klˌoɾoflwˌoɾokaɾβˈono
CLOROFLUOROCARBONOS  klˌoɾoflwˌoɾokaɾβˈonos
CLOROFORMIZADA  klˌoɾofˌoɾmisˈaða
CLOROFORMIZADAS  klˌoɾofˌoɾmisˈaðas
CLOROFORMIZADO  klˌoɾofˌoɾmisˈaðo
CLOROFORMIZADOS  klˌoɾofˌoɾmisˈaðos
CLOROFORMIZAR  klˌoɾofˌoɾmisˈaɾ
CLOROFORMO  klˌoɾofˈoɾmo
CLOROPICRINA  klˌoɾopikɾˈina
CLOROPLASTOS  klˌoɾoplˈastos
CLOROQUINA  klˌoɾokˈina
CLOROSIS  kloɾˈosis
CLORURO  kloɾˈuɾo
CLOSTRIDIAL  klˌostɾiðjˈal
CLOSTRIDIO  klostɾˈiðjo
CLOTILDE  klotˈilde
CLOTO  klˈoto
CLOUDFLARE  klˈaʊdfleɾ
CLOWN  klˈawn
CLOXACILINA  klˌoksasilˈina
CLUB  klˈub
CLUBE  klˈuβe
CLUBES  klˈuβes
CLUBS  klˈubs
CLUTCH  klˈotʃ
CLÁMIDE  klˈamiðe
CLÁSICA  klˈasika
CLÁSICAMENTE  klˈasikamˈeŋte
CLÁSICAS  klˈasikas
CLÁSICO  klˈasiko
CLÁSICOS  klˈasikos
CLÁUSULA  klˈausˌula
CLÁUSULAS  klˈausˌulas
CLÉRIGA  klˈeɾiɣa
CLÉRIGO  klˈeɾiɣo
CLÍMAX  klˈimaks
CLÍMENA  klˈimena
CLÍMENE  klˈimene
CLÍNEX  klˈineks
CLÍNICA  klˈinika
CLÍNICAMENTE  klˈinikamˈeŋte
CLÍNICAS  klˈinikas
CLÍNICO  klˈiniko
CLÍNICOS  klˈinikos
CLÍTICA  klˈitika
CLÓNICO  klˈoniko
CLÓSET  klˈoset
CLÓSETS  klˈosets
CLÚNEA  klˈunea
CLÚNEAS  klˈuneas
CLÚNEO  klˈuneo
CLÚNEOS  klˈuneos
CLÚSTER  klˈusteɾ
CNE  sˌeˌeneˈe
CNIDARIO  niðˈaɾjo
CNN  sˌeˌeneˈene
CO  kˈo
COA  kˈoa
COACALCO  kˌoakˈalko
COACCIONADA  kˌoaksjonˈaða
COACCIONADAS  kˌoaksjonˈaðas
COACCIONADO  kˌoaksjonˈaðo
COACCIONADOS  kˌoaksjonˈaðos
COACCIONAR  kˌoaksjonˈaɾ
COACCIÓN  kˌoaksjˈon
COACH  kˈoutʃ
COACHING  kˈoutʃiŋ
COACTIVADOR  kˌoaktˌiβaðˈoɾ
COACTUADA  kˌoaktwˈaða
COACTUADAS  kˌoaktwˈaðas
COACTUADO  kˌoaktwˈaðo
COACTUADOS  kˌoaktwˈaðos
COACTUAR  kˌoaktwˈaɾ
COACUSADO  kˌoakusˈaðo
COADAPTACIÓN  kˌoaðˌaptasjˈon
COADYUVADA  kˌoaðʝuβˈaða
COADYUVADAS  kˌoaðʝuβˈaðas
COADYUVADO  kˌoaðʝuβˈaðo
COADYUVADOS  kˌoaðʝuβˈaðos
COADYUVARÁN  kˌoaðʝˌuβaɾˈan
COAGENTE  kˌoaxˈeŋte
COAGULACIÓN  kˌoaɣˌulasjˈon
COAGULADA  kˌoaɣulˈaða
COAGULADAS  kˌoaɣulˈaðas
COAGULADO  kˌoaɣulˈaðo
COAGULADOS  kˌoaɣulˈaðos
COAGULANTE  kˌoaɣulˈaŋte
COAGULAR  kˌoaɣulˈaɾ
COAGULOPATÍA  kˌoaɣˌulopatˈia
COAHUILA  kˌoawˈila
COALESCENTE  kˌoalesˈeŋte
COALICIONAL  kˌoalˌisjonˈal
COALICIÓN  kˌoalisjˈon
COALIGÁ  kˌoaliɣˈa
COAMEÑO  kˌoamˈeɲo
COANIMADOR  kˌoanˌimaðˈoɾ
COANIMAR  kˌoanimˈaɾ
COARTA  koˈaɾta
COARTACIÓN  kˌoaɾtasjˈon
COARTADA  kˌoaɾtˈaða
COARTADAS  kˌoaɾtˈaðas
COARTADO  kˌoaɾtˈaðo
COARTADOS  kˌoaɾtˈaðos
COARTAR  kˌoaɾtˈaɾ
COARTEMOS  kˌoaɾtˈemos
COASTER  kˌoastˈeɾ
COATICITO  kˌoatisˈito
COATZACOALCOS  kˌoatsˌakoˈalkos
COATÍ  kˌoatˈi
COAUTOR  kˌoaʊtˈoɾ
COBAIN  kˈoβaɪn
COBALT  koβˈalt
COBALTO  koβˈalto
COBARDE  koβˈaɾðe
COBARDES  koβˈaɾðes
COBARDÍA  kˌoβaɾðˈia
COBARDÓN  kˌoβaɾðˈon
COBAYA  koβˈaʝa
COBERTIZO  kˌoβeɾtˈiso
COBERTOR  kˌoβeɾtˈoɾ
COBERTORAS  kˌoβeɾtˈoɾas
COBERTURA  kˌoβeɾtˈuɾa
COBERTURAS  kˌoβeɾtˈuɾas
COBIJA  koβˈixa
COBIJADA  kˌoβixˈaða
COBIJADAS  kˌoβixˈaðas
COBIJADO  kˌoβixˈaðo
COBIJADOS  kˌoβixˈaðos
COBIJAR  kˌoβixˈaɾ
COBIJAS  koβˈixas
COBIJITA  kˌoβixˈita
COBIJO  koβˈixo
COBLENZA  koβlˈeŋsa
COBO  kˈoβo
COBRA  kˈoβɾa
COBRADA  koβɾˈaða
COBRADAS  koβɾˈaðas
COBRADO  koβɾˈaðo
COBRADOR  kˌoβɾaðˈoɾ
COBRADORES  kˌoβɾaðˈoɾes
COBRADOS  koβɾˈaðos
COBRAMOS  koβɾˈamos
COBRAN  kˈoβɾan
COBRANDO  koβɾˈando
COBRANZA  koβɾˈaŋsa
COBRAR  koβɾˈaɾ
COBRARA  koβɾˈaɾa
COBRARAS  koβɾˈaɾas
COBRAREIS  koβɾˈaɾeɪs
COBRAREMOS  kˌoβɾaɾˈemos
COBRARES  koβɾˈaɾes
COBRARLE  koβɾˈaɾle
COBRARSE  koβɾˈaɾse
COBRARTE  koβɾˈaɾte
COBRARÁ  kˌoβɾaɾˈa
COBRARÁN  kˌoβɾaɾˈan
COBRARÁS  kˌoβɾaɾˈas
COBRARÍAMOS  kˌoβɾaɾˈiamos
COBRAS  kˈoβɾas
COBRASTE  koβɾˈaste
COBRE  kˈoβɾe
COBRELOA  kˌoβɾelˈoa
COBREMOS  koβɾˈemos
COBRES  kˈoβɾes
COBRIZO  koβɾˈiso
COBRO  kˈoβɾo
COBROS  kˈoβɾos
COBRÁRAMOS  koβɾˈaɾamos
COBRÁRSETE  koβɾˈaɾsete
COBRÓ  koβɾˈo
COCA  kˈoka
COCA-COLA  kˈokakˈola
COCADA  kokˈaða
COCAINÓMANA  kˌokaɪnˈomana
COCAINÓMANAS  kˌokaɪnˈomanas
COCAINÓMANO  kˌokaɪnˈomano
COCAINÓMANOS  kˌokaɪnˈomanos
COCALERO  kˌokalˈeɾo
COCALEROS  kˌokalˈeɾos
COCATRIZ  kˌokatɾˈis
COCCIONES  koksjˈones
COCCIÓN  koksjˈon
COCEADA  kˌoseˈaða
COCEADAS  kˌoseˈaðas
COCEADO  kˌoseˈaðo
COCEADOS  kˌoseˈaðos
COCEAR  kˌoseˈaɾ
COCEDERA  kˌoseðˈeɾa
COCEDERAS  kˌoseðˈeɾas
COCEDERO  kˌoseðˈeɾo
COCEDEROS  kˌoseðˈeɾos
COCEDURA  kˌoseðˈuɾa
COCER  kosˈeɾ
COCHABAMBA  kˌotʃaβˈamba
COCHAMBRE  kotʃˈambɾe
COCHAYUYO  kˌotʃaʝˈuʝo
COCHAZO  kotʃˈaso
COCHE  kˈotʃe
COCHECILLO  kˌotʃesˈiʝo
COCHECITO  kˌotʃesˈito
COCHERA  kotʃˈeɾa
COCHERO  kotʃˈeɾo
COCHES  kˈotʃes
COCHETERÍA  kˌotʃeteɾˈia
COCHIMÍ  kˌotʃimˈi
COCHINADA  kˌotʃinˈaða
COCHINERA  kˌotʃinˈeɾa
COCHINERO  kˌotʃinˈeɾo
COCHINITO  kˌotʃinˈito
COCHINO  kotʃˈino
COCHINOS  kotʃˈinos
COCHIQUERA  kˌotʃikˈeɾa
COCHO  kˈotʃo
COCHURA  kotʃˈuɾa
COCHÓN  kotʃˈon
COCIDA  kosˈiða
COCIDAS  kosˈiðas
COCIDO  kosˈiðo
COCIDOS  kosˈiðos
COCIENTE  kosjˈeŋte
COCIMIENTO  kˌosimjˈeŋto
COCIMIENTOS  kˌosimjˈeŋtos
COCINA  kosˈina
COCINADA  kˌosinˈaða
COCINADAS  kˌosinˈaðas
COCINADO  kˌosinˈaðo
COCINADOS  kˌosinˈaðos
COCINAN  kosˈinan
COCINANDO  kˌosinˈando
COCINAR  kˌosinˈaɾ
COCINAS  kosˈinas
COCINERA  kˌosinˈeɾa
COCINERAZO  kˌosineɾˈaso
COCINERO  kˌosinˈeɾo
COCINEROS  kˌosinˈeɾos
COCINILLA  kˌosinˈiʝa
COCINITA  kˌosinˈita
COCITO  kosˈito
COCKTAIL  koktˈel
COCLEAR  kˌokleˈaɾ
COCLESANO  kˌoklesˈano
COCLESITO  kˌoklesˈito
COCO  kˈoko
COCOA  kokˈoa
COCOCHA  kokˈotʃa
COCODRILO  kˌokoðɾˈilo
COCODRILOS  kˌokoðɾˈilos
COCOLICHE  kˌokolˈitʃe
COCOMES  kokˈomes
COCONDUCTOR  kˌokonduktˈoɾ
COCOS  kˈokos
COCOTAL  kˌokotˈal
COCOTE  kokˈote
COCOTEROS  kˌokotˈeɾos
COCREADORA  kˌokɾeaðˈoɾa
COCRETA  kokɾˈeta
COCTEL  koktˈel
COCTELERÍA  kˌokteleɾˈia
COCÍ  kosˈi
CODA  kˈoða
CODASTE  koðˈaste
CODEADA  kˌoðeˈaða
CODEADAS  kˌoðeˈaðas
CODEADO  kˌoðeˈaðo
CODEADOS  kˌoðeˈaðos
CODEAR  kˌoðeˈaɾ
CODECO  koðˈeko
CODEHUCA  kˌoðeˈuka
CODELCO  koðˈelko
CODEPENDENCIA  kˌoðependˈeŋsja
CODERA  koðˈeɾa
CODESCUBIERTA  kˌoðeskuβjˈeɾta
CODESCUBIERTAS  kˌoðeskuβjˈeɾtas
CODESCUBIERTO  kˌoðeskuβjˈeɾto
CODESCUBIERTOS  kˌoðeskuβjˈeɾtos
CODESCUBRIMIENTO  kˌoðeskˌuβɾimjˈeŋto
CODICEL  kˌoðisˈel
CODICIA  koðˈisja
CODICIABLE  kˌoðisjˈaβle
CODICIADA  kˌoðisjˈaða
CODICIADAS  kˌoðisjˈaðas
CODICIADO  kˌoðisjˈaðo
CODICIADOS  kˌoðisjˈaðos
CODICIAR  kˌoðisjˈaɾ
CODIFICA  kˌoðifˈika
CODIFICACIÓN  kˌoðifˌikasjˈon
CODIFICADA  kˌoðifikˈaða
CODIFICADAS  kˌoðifikˈaðas
CODIFICADO  kˌoðifikˈaðo
CODIFICADOR  kˌoðifˌikaðˈoɾ
CODIFICADORA  kˌoðifˌikaðˈoɾa
CODIFICADOS  kˌoðifikˈaðos
CODIFICAMOS  kˌoðifikˈamos
CODIFICAN  kˌoðifˈikan
CODIFICANDO  kˌoðifikˈando
CODIFICANTE  kˌoðifikˈaŋte
CODIFICAR  kˌoðifikˈaɾ
CODIFICARA  kˌoðifikˈaɾa
CODIFICARAS  kˌoðifikˈaɾas
CODIFICARE  kˌoðifikˈaɾe
CODIFICAREIS  kˌoðifikˈaɾeɪs
CODIFICAREMOS  kˌoðifˌikaɾˈemos
CODIFICARES  kˌoðifikˈaɾes
CODIFICARÁ  kˌoðifˌikaɾˈa
CODIFICARÁS  kˌoðifˌikaɾˈas
CODIFICARÍAMOS  kˌoðifˌikaɾˈiamos
CODIFICAS  kˌoðifˈikas
CODIFICASTE  kˌoðifikˈaste
CODIFICO  kˌoðifˈiko
CODIFICÁRAMOS  kˌoðifikˈaɾamos
CODIFIQUE  kˌoðifˈike
CODIFIQUEMOS  kˌoðifikˈemos
CODIFIQUES  kˌoðifˈikes
CODIRIGIR  kˌoðiɾixˈiɾ
CODITO  koðˈito
CODITOS  koðˈitos
CODO  kˈoðo
CODORNIZ  kˌoðoɾnˈis
CODOS  kˈoðos
CODUEÑO  koðwˈeɲo
CODY  kˈoði
CODÓN  koðˈon
COEDUCADORA  kˌoeðˌukaðˈoɾa
COEFICIENTE  kˌoefisjˈeŋte
COEFICIENTES  kˌoefisjˈeŋtes
COEN  kˈoen
COENA  koˈena
COEQUIPO  kˌoekˈipo
COERCER  kˌoeɾsˈeɾ
COERCITIVA  kˌoeɾsitˈiβa
COERCITIVAMENTE  kˌoeɾsitˈiβamˈeŋte
COERCITIVIDAD  kˌoeɾsˌitiβiðˈad
COERCIÓN  kˌoeɾsjˈon
COESCRIBIR  kˌoeskɾiβˈiɾ
COESCRIPTA  kˌoeskɾˈipta
COESCRIPTAS  kˌoeskɾˈiptas
COESCRIPTO  kˌoeskɾˈipto
COESCRIPTOS  kˌoeskɾˈiptos
COESCRITA  kˌoeskɾˈita
COESCRITAS  kˌoeskɾˈitas
COESCRITO  kˌoeskɾˈito
COESCRITOS  kˌoeskɾˈitos
COESPECÍFICO  kˌoespesˈifiko
COESTRUCTURADA  kˌoestɾˌuktuɾˈaða
COESTRUCTURADAS  kˌoestɾˌuktuɾˈaðas
COESTRUCTURADO  kˌoestɾˌuktuɾˈaðo
COESTRUCTURADOS  kˌoestɾˌuktuɾˈaðos
COESTRUCTURAR  kˌoestɾˌuktuɾˈaɾ
COETÁNEA  kˌoetˈanea
COETÁNEO  kˌoetˈaneo
COEVOLUCIONAR  kˌoeβˌolusjonˈaɾ
COEXISTA  kˌoeksˈista
COEXISTAMOS  kˌoeksistˈamos
COEXISTAS  kˌoeksˈistas
COEXISTE  kˌoeksˈiste
COEXISTENCIA  kˌoeksistˈeŋsja
COEXISTES  kˌoeksˈistes
COEXISTIDA  kˌoeksistˈiða
COEXISTIDAS  kˌoeksistˈiðas
COEXISTIDO  kˌoeksistˈiðo
COEXISTIDOS  kˌoeksistˈiðos
COEXISTIERON  kˌoeksistjˈeɾon
COEXISTIMOS  kˌoeksistˈimos
COEXISTIR  kˌoeksistˈiɾ
COEXISTIREMOS  kˌoeksˌistiɾˈemos
COEXISTIRÁ  kˌoeksˌistiɾˈa
COEXISTIRÁS  kˌoeksˌistiɾˈas
COEXISTIRÍAMOS  kˌoeksˌistiɾˈiamos
COEXISTISTE  kˌoeksistˈiste
COEXISTO  kˌoeksˈisto
COEXISTÍ  kˌoeksistˈi
COEXISTÍAMOS  kˌoeksistˈiamos
COEXTENSIVO  kˌoeksteŋsˈiβo
COFA  kˈofa
COFEPRIS  kofˈepɾis
COFINANCIAMIENTO  kˌofinˌaŋsjamjˈeŋto
COFINANCIAR  kˌofinaŋsjˈaɾ
COFOSIS  kofˈosis
COFRADE  kofɾˈaðe
COFRADÍA  kˌofɾaðˈia
COFRE  kˈofɾe
COFRECILLO  kˌofɾesˈiʝo
COFRECITO  kˌofɾesˈito
COFUNDACIÓN  kˌofundasjˈon
COFUNDADOR  kˌofundaðˈoɾ
COFÍN  kofˈin
COGE  kˈoxe
COGED  koxˈed
COGEN  kˈoxen
COGER  koxˈeɾ
COGERNOS  koxˈeɾnos
COGES  kˈoxes
COGIDA  koxˈiða
COGIDAS  koxˈiðas
COGIDO  koxˈiðo
COGIDOS  koxˈiðos
COGIENDO  koxjˈendo
COGITADA  kˌoxitˈaða
COGITADAS  kˌoxitˈaðas
COGITADO  kˌoxitˈaðo
COGITADOS  kˌoxitˈaðos
COGITAR  kˌoxitˈaɾ
COGIÓ  koxjˈo
COGNADA  koɡnˈaða
COGNADAS  koɡnˈaðas
COGNADO  koɡnˈaðo
COGNADOS  koɡnˈaðos
COGNITIVA  kˌoɡnitˈiβa
COGNITIVAS  kˌoɡnitˈiβas
COGNITIVO  kˌoɡnitˈiβo
COGNITIVOS  kˌoɡnitˈiβos
COGNOMEN  koɡnˈomen
COGNOSCIBILIDAD  kˌoɡnosˌiβiliðˈad
COGNOSCIBLE  kˌoɡnosˈiβle
COGNOSCITIVO  kˌoɡnositˈiβo
COGOMBRO  koɣˈombɾo
COGOTE  koɣˈote
COGUJADA  kˌoɣuxˈaða
COGÍ  koxˈi
COH  kˈo
COHABITAR  kˌoaβitˈaɾ
COHECHADA  kˌoetʃˈaða
COHECHADAS  kˌoetʃˈaðas
COHECHADO  kˌoetʃˈaðo
COHECHADOS  kˌoetʃˈaðos
COHEN  kˈoen
COHERENCIA  kˌoeɾˈeŋsja
COHERENTE  kˌoeɾˈeŋte
COHERENTISMO  kˌoeɾeŋtˈismo
COHESIONADA  kˌoesjonˈaða
COHESIONADAS  kˌoesjonˈaðas
COHESIONADO  kˌoesjonˈaðo
COHESIONADOS  kˌoesjonˈaðos
COHESIÓN  kˌoesjˈon
COHESOR  kˌoesˈoɾ
COHETE  koˈete
COHETERA  kˌoetˈeɾa
COHETES  koˈetes
COHETÓN  kˌoetˈon
COHIBIDA  kˌoɪβˈiða
COHIBIDAS  kˌoɪβˈiðas
COHIBIDO  kˌoɪβˈiðo
COHIBIDOS  kˌoɪβˈiðos
COHIBIR  kˌoɪβˈiɾ
COHOMBRO  koˈombɾo
COHONDER  kˌoondˈeɾ
COHONDIDA  kˌoondˈiða
COHONDIDAS  kˌoondˈiðas
COHONDIDO  kˌoondˈiðo
COHONDIDOS  kˌoondˈiðos
COHONESTAR  kˌoonestˈaɾ
COHORTE  koˈoɾte
COIGUE  kˈoɪɣe
COIGÜE  koɪɣˈwe
COIHUE  kˈoɪwe
COILOCITO  kˌoɪlosˈito
COILOCITOSIS  kˌoɪlositˈosis
COIMBRA  kˈoɪmbɾa
COIMEADA  kˌoɪmeˈaða
COIMEADAS  kˌoɪmeˈaðas
COIMEADO  kˌoɪmeˈaðo
COIMEADOS  kˌoɪmeˈaðos
COIMEAR  kˌoɪmeˈaɾ
COIMERO  koɪmˈeɾo
COINCIDA  koɪŋsˈiða
COINCIDAMOS  kˌoɪŋsiðˈamos
COINCIDAN  koɪŋsˈiðan
COINCIDAS  koɪŋsˈiðas
COINCIDE  koɪŋsˈiðe
COINCIDEN  koɪŋsˈiðen
COINCIDENCIA  kˌoɪŋsiðˈeŋsja
COINCIDENCIAS  kˌoɪŋsiðˈeŋsjas
COINCIDENTES  kˌoɪŋsiðˈeŋtes
COINCIDES  koɪŋsˈiðes
COINCIDIDA  kˌoɪŋsiðˈiða
COINCIDIDAS  kˌoɪŋsiðˈiðas
COINCIDIDO  kˌoɪŋsiðˈiðo
COINCIDIDOS  kˌoɪŋsiðˈiðos
COINCIDIENDO  kˌoɪŋsiðjˈendo
COINCIDIERA  kˌoɪŋsiðjˈeɾa
COINCIDIERAN  kˌoɪŋsiðjˈeɾan
COINCIDIERON  kˌoɪŋsiðjˈeɾon
COINCIDIMOS  kˌoɪŋsiðˈimos
COINCIDIR  kˌoɪŋsiðˈiɾ
COINCIDIREMOS  kˌoɪŋsiðiɾˈemos
COINCIDIRÁ  kˌoɪŋsiðiɾˈa
COINCIDIRÁS  kˌoɪŋsiðiɾˈas
COINCIDIRÍAMOS  kˌoɪŋsiðiɾˈiamos
COINCIDISTE  kˌoɪŋsiðˈiste
COINCIDIÓ  kˌoɪŋsiðjˈo
COINCIDO  koɪŋsˈiðo
COINCIDÍAMOS  kˌoɪŋsiðˈiamos
COINCIDÍAN  kˌoɪŋsiðˈian
COINCO  kˈoɪŋko
COINDICE  koɪndˈise
COINVERSIÓN  kˌoɪmbeɾsjˈon
COINVESTIGADORA  kˌoɪmbestˌiɣaðˈoɾa
COIPÚ  koɪpˈu
COIRÓN  koɪɾˈon
COIS  kˈoɪs
COITO  kˈoɪto
COJA  kˈoxa
COJAS  kˈoxas
COJEADA  kˌoxeˈaða
COJEADAS  kˌoxeˈaðas
COJEADO  kˌoxeˈaðo
COJEADOS  kˌoxeˈaðos
COJEAR  kˌoxeˈaɾ
COJEDEÑA  kˌoxeðˈeɲa
COJEDEÑAS  kˌoxeðˈeɲas
COJEDEÑOS  kˌoxeðˈeɲos
COJINETE  kˌoxinˈete
COJINÚA  kˌoxinˈua
COJITO  koxˈito
COJO  kˈoxo
COJOLITE  kˌoxolˈite
COJONES  koxˈones
COJONUDO  kˌoxonˈuðo
COJOS  kˈoxos
COJUDO  koxˈuðo
COJULUM  koxˈulum
COJÍN  koxˈin
COJÓN  koxˈon
COL  kˈol
COLA  kˈola
COLABORA  kˌolaβˈoɾa
COLABORABA  kˌolaβoɾˈaβa
COLABORACIONES  kˌolaβˌoɾasjˈones
COLABORACIONISMO  kˌolaβˌoɾasjonˈismo
COLABORACIONISTA  kˌolaβˌoɾasjonˈista
COLABORACIONISTAS  kˌolaβˌoɾasjonˈistas
COLABORACIÓN  kˌolaβˌoɾasjˈon
COLABORADA  kˌolaβoɾˈaða
COLABORADAS  kˌolaβoɾˈaðas
COLABORADO  kˌolaβoɾˈaðo
COLABORADOR  kˌolaβˌoɾaðˈoɾ
COLABORADORA  kˌolaβˌoɾaðˈoɾa
COLABORADORAS  kˌolaβˌoɾaðˈoɾas
COLABORADORES  kˌolaβˌoɾaðˈoɾes
COLABORADOS  kˌolaβoɾˈaðos
COLABORAMOS  kˌolaβoɾˈamos
COLABORAN  kˌolaβˈoɾan
COLABORANDO  kˌolaβoɾˈando
COLABORAR  kˌolaβoɾˈaɾ
COLABORARON  kˌolaβoɾˈaɾon
COLABORARÁ  kˌolaβˌoɾaɾˈa
COLABORATIVA  kˌolaβˌoɾatˈiβa
COLABORATIVAS  kˌolaβˌoɾatˈiβas
COLABORATIVO  kˌolaβˌoɾatˈiβo
COLABORATIVOS  kˌolaβˌoɾatˈiβos
COLABORE  kˌolaβˈoɾe
COLABORÓ  kˌolaβoɾˈo
COLAC  kolˈak
COLACIÓN  kˌolasjˈon
COLADA  kolˈaða
COLADAS  kolˈaðas
COLADERA  kˌolaðˈeɾa
COLADERO  kˌolaðˈeɾo
COLADITO  kˌolaðˈito
COLADO  kolˈaðo
COLADOR  kˌolaðˈoɾ
COLADOS  kolˈaðos
COLAGENOSIS  kˌolaxenˈosis
COLANGIOCARCINOMA  kˌolaŋxjˌokaɾsinˈoma
COLANGIOPANCREATOGRAFÍA  kˌolaŋxjˌopaŋkɾˌeatˌoɣɾafˈia
COLAPSABLE  kˌolapsˈaβle
COLAPSADA  kˌolapsˈaða
COLAPSADAS  kˌolapsˈaðas
COLAPSADO  kˌolapsˈaðo
COLAPSADOS  kˌolapsˈaðos
COLAPSAR  kˌolapsˈaɾ
COLAPSO  kolˈapso
COLAPSOLOGÍA  kˌolapsˌoloxˈia
COLAPSÓ  kˌolapsˈo
COLAR  kolˈaɾ
COLARSE  kolˈaɾse
COLAS  kˈolas
COLATERAL  kˌolateɾˈal
COLATERALES  kˌolateɾˈales
COLATITUD  kˌolatitˈud
COLAUISTA  kˌolaʊˈista
COLBERT  kolβˈeɾt
COLBÚN  kolβˈun
COLCHA  kˈoltʃa
COLCHAR  koltʃˈaɾ
COLCHICINA  kˌoltʃisˈina
COLCHONCITO  kˌoltʃoŋsˈito
COLCHONES  koltʃˈones
COLCHONETA  kˌoltʃonˈeta
COLCHÓN  koltʃˈon
COLD  kˈold
COLDRAGADOS  kˌoldɾaɣˈaðos
COLE  kˈole
COLEADA  kˌoleˈaða
COLEADAS  kˌoleˈaðas
COLEADO  kˌoleˈaðo
COLEADOR  kˌoleaðˈoɾ
COLEADOS  kˌoleˈaðos
COLECCIONABLE  kˌoleksjonˈaβle
COLECCIONADA  kˌoleksjonˈaða
COLECCIONADAS  kˌoleksjonˈaðas
COLECCIONADO  kˌoleksjonˈaðo
COLECCIONADOS  kˌoleksjonˈaðos
COLECCIONAR  kˌoleksjonˈaɾ
COLECCIONES  kˌoleksjˈones
COLECCIONISMO  kˌoleksjonˈismo
COLECCIONISTA  kˌoleksjonˈista
COLECCIONISTAS  kˌoleksjonˈistas
COLECCIÓN  kˌoleksjˈon
COLECISTECTOMÍA  kˌolesˌistektomˈia
COLECISTITIS  kˌolesistˈitis
COLECTA  kolˈekta
COLECTADA  kˌolektˈaða
COLECTADAS  kˌolektˈaðas
COLECTADO  kˌolektˈaðo
COLECTADOS  kˌolektˈaðos
COLECTIVA  kˌolektˈiβa
COLECTIVAMENTE  kˌolektˈiβamˈeŋte
COLECTIVAS  kˌolektˈiβas
COLECTIVERO  kˌolektiβˈeɾo
COLECTIVIDAD  kˌolektˌiβiðˈad
COLECTIVISMO  kˌolektiβˈismo
COLECTIVISTA  kˌolektiβˈista
COLECTIVIZACIÓN  kˌolektˌiβisasjˈon
COLECTIVIZADA  kˌolektˌiβisˈaða
COLECTIVIZADAS  kˌolektˌiβisˈaðas
COLECTIVIZADO  kˌolektˌiβisˈaðo
COLECTIVIZADOS  kˌolektˌiβisˈaðos
COLECTIVIZAR  kˌolektˌiβisˈaɾ
COLECTIVO  kˌolektˈiβo
COLECTIVOS  kˌolektˈiβos
COLEGA  kolˈeɣa
COLEGAS  kolˈeɣas
COLEGIACIÓN  kˌolexjasjˈon
COLEGIAL  kˌolexjˈal
COLEGIALA  kˌolexjˈala
COLEGIAR  kˌolexjˈaɾ
COLEGIARSE  kˌolexjˈaɾse
COLEGIATA  kˌolexjˈata
COLEGIDA  kˌolexˈiða
COLEGIDAS  kˌolexˈiðas
COLEGIDO  kˌolexˈiðo
COLEGIDOS  kˌolexˈiðos
COLEGIEN  kolˈexjen
COLEGIO  kolˈexjo
COLEGIOS  kolˈexjos
COLEGIR  kˌolexˈiɾ
COLEGUEADA  kˌoleɣeˈaða
COLEGUEADAS  kˌoleɣeˈaðas
COLEGUEADO  kˌoleɣeˈaðo
COLEGUEADOS  kˌoleɣeˈaðos
COLEMAN  kolˈeman
COLERÓN  kˌoleɾˈon
COLES  kˈoles
COLESTASIS  kˌolestˈasis
COLESTEATOMA  kˌolestˌeatˈoma
COLESTEROL  kˌolesteɾˈol
COLESTÁSICO  kˌolestˈasiko
COLET  kolˈet
COLETA  kolˈeta
COLETERO  kˌoletˈeɾo
COLGABA  kolɣˈaβa
COLGADA  kolɣˈaða
COLGADAS  kolɣˈaðas
COLGADIZO  kˌolɣaðˈiso
COLGADO  kolɣˈaðo
COLGADOS  kolɣˈaðos
COLGADURAS  kˌolɣaðˈuɾas
COLGANDO  kolɣˈando
COLGANTE  kolɣˈaŋte
COLGANTES  kolɣˈaŋtes
COLGAR  kolɣˈaɾ
COLI  kˈoli
COLIBLANCA  kˌoliβlˈaŋka
COLIBLANCAS  kˌoliβlˈaŋkas
COLIBLANCO  kˌoliβlˈaŋko
COLIBLANCOS  kˌoliβlˈaŋkos
COLIBRÍ  kˌoliβɾˈi
COLICORTO  kˌolikˈoɾto
COLIDERAR  kˌoliðeɾˈaɾ
COLIDIDA  kˌoliðˈiða
COLIDIDAS  kˌoliðˈiðas
COLIDIDO  kˌoliðˈiðo
COLIDIDOS  kˌoliðˈiðos
COLIDIR  kˌoliðˈiɾ
COLIFLOR  kˌoliflˈoɾ
COLIGADA  kˌoliɣˈaða
COLIGADAS  kˌoliɣˈaðas
COLIGADO  kˌoliɣˈaðo
COLIGADOS  kˌoliɣˈaðos
COLIGAR  kˌoliɣˈaɾ
COLIGÁ  kˌoliɣˈa
COLIGÜE  kˌoliɣˈwe
COLILARGA  kˌolilˈaɾɣa
COLILARGAS  kˌolilˈaɾɣas
COLILARGOS  kˌolilˈaɾɣos
COLIMA  kolˈima
COLIMADOR  kˌolimaðˈoɾ
COLIMAR  kˌolimˈaɾ
COLIMBA  kolˈimba
COLIN  kˈolin
COLINA  kolˈina
COLINABO  kˌolinˈaβo
COLINAS  kolˈinas
COLINDA  kolˈinda
COLINDADA  kˌolindˈaða
COLINDADAS  kˌolindˈaðas
COLINDADO  kˌolindˈaðo
COLINDADOS  kˌolindˈaðos
COLINDANTE  kˌolindˈaŋte
COLINDAR  kˌolindˈaɾ
